2019,1,1,0,0,18.43,45.43,1.81,2.165,874.4158,0.0
2019,1,1,0,10,18.1,46.67,0.63,351.2,874.2733,0.0
2019,1,1,0,20,18.28,44.89,0.398,72.24,874.3037,0.0
2019,1,1,0,30,17.92,47.84,0.452,240.3,874.1873,0.0
2019,1,1,0,40,17.66,48.02,0.978,296.8,874.0617,0.0
2019,1,1,0,50,17.5,48.31,1.182,294.8,874.1917,0.0
2019,1,1,1,0,17.34,48.66,1.992,283.3,874.2461,0.0
2019,1,1,1,10,17.56,48.61,1.822,278.3,874.103,0.0
2019,1,1,1,20,17.3,50.28,1.723,278.3,874.2053,0.0
2019,1,1,1,30,16.86,52.0,1.968,301.0,874.3143,0.0
2019,1,1,1,40,17.34,49.01,1.785,311.9,874.1643,0.0
2019,1,1,1,50,17.26,49.35,1.555,328.8,874.0689,0.0
2019,1,1,2,0,16.96,50.25,2.458,344.2,874.0826,0.0
2019,1,1,2,10,16.37,52.82,2.373,346.8,873.9872,0.0
2019,1,1,2,20,16.91,49.52,1.055,13.83,873.9123,0.0
2019,1,1,2,30,15.94,53.84,1.452,20.16,874.0417,0.0
2019,1,1,2,40,15.81,53.13,0.773,42.04,873.9872,0.0
2019,1,1,2,50,16.29,47.62,1.878,352.2,873.8305,0.0
2019,1,1,3,0,16.95,44.48,1.922,349.5,873.9463,0.0
2019,1,1,3,10,17.17,41.03,2.012,0.5,873.7828,0.0
2019,1,1,3,20,16.54,42.33,2.283,346.8,873.6262,0.0
2019,1,1,3,30,16.12,45.99,2.218,358.8,873.7011,0.0
2019,1,1,3,40,15.56,47.6,1.807,40.83,873.6262,0.0
2019,1,1,3,50,15.91,46.9,1.96,39.83,873.5035,0.0
2019,1,1,4,0,16.31,43.28,1.228,16.67,873.6057,0.0
2019,1,1,4,10,16.37,42.88,2.257,338.2,873.4694,0.0
2019,1,1,4,20,16.24,43.37,2.798,342.0,873.5853,0.0
2019,1,1,4,30,15.46,46.15,2.272,345.0,873.7556,0.0
2019,1,1,4,40,15.52,45.98,1.485,325.2,873.8169,0.0
2019,1,1,4,50,16.74,41.72,1.112,335.7,873.8918,0.0
2019,1,1,5,0,16.04,44.26,1.59,330.8,873.8373,0.0
2019,1,1,5,10,15.42,47.24,2.368,341.8,873.633,0.0
2019,1,1,5,20,15.17,48.37,2.868,348.7,873.8442,0.0
2019,1,1,5,30,15.53,47.47,0.458,353.3,873.8305,0.0
2019,1,1,5,40,14.76,50.65,1.143,16.36,873.7624,0.0
2019,1,1,5,50,14.89,49.74,1.915,334.8,873.9258,0.0
2019,1,1,6,0,14.29,52.45,2.697,344.5,873.7419,0.0
2019,1,1,6,10,14.97,49.89,2.75,3.334,873.9463,0.0
2019,1,1,6,20,14.59,50.6,3.648,345.8,874.0297,0.0
2019,1,1,6,30,14.6,50.56,3.302,341.7,874.1993,0.0
2019,1,1,6,40,14.35,51.66,2.582,348.8,874.3919,0.0
2019,1,1,6,50,15.32,45.85,1.685,346.4,874.4817,0.0
2019,1,1,7,0,14.95,48.71,0.967,307.5,874.6927,0.0
2019,1,1,7,10,15.08,46.89,0.798,250.2,874.7825,0.0
2019,1,1,7,20,14.81,46.74,1.615,305.2,875.052,0.0
2019,1,1,7,30,14.79,47.77,1.607,318.2,875.1845,0.0
2019,1,1,7,40,15.08,46.98,1.717,316.0,875.3229,0.0
2019,1,1,7,50,15.56,45.97,1.452,321.7,875.4382,0.0
2019,1,1,8,0,16.21,44.21,0.83,317.0,875.4726,0.0
2019,1,1,8,10,17.39,41.73,0.295,359.9,875.6733,0.0
2019,1,1,8,20,18.99,35.68,0.55,152.9,875.699,0.0
2019,1,1,8,30,17.95,36.04,0.913,231.7,875.8271,0.0
2019,1,1,8,40,18.29,37.13,1.468,238.5,876.1157,0.0
2019,1,1,8,50,18.94,35.04,0.627,191.3,876.1963,0.0
2019,1,1,9,0,19.85,33.74,0.808,179.8,876.3103,0.0
2019,1,1,9,10,20.12,35.29,0.545,197.7,876.4551,0.0
2019,1,1,9,20,20.01,37.9,1.805,210.1,876.5173,0.0
2019,1,1,9,30,20.17,39.26,2.082,167.6,876.6114,0.0
2019,1,1,9,40,20.05,39.99,1.582,167.2,876.5969,0.0
2019,1,1,9,50,19.76,38.82,2.09,211.8,876.8256,0.0
2019,1,1,10,0,19.84,39.88,1.923,189.6,876.9352,0.0
2019,1,1,10,10,20.91,37.38,2.442,144.2,876.8855,0.0
2019,1,1,10,20,21.0,38.43,2.097,184.2,876.8856,0.0
2019,1,1,10,30,21.22,38.63,2.377,153.2,876.9124,0.0
2019,1,1,10,40,21.68,38.26,1.583,194.7,876.8489,0.0
2019,1,1,10,50,21.58,38.5,3.062,195.3,876.7336,0.0
2019,1,1,11,0,22.19,35.28,2.108,187.3,876.5284,0.0
2019,1,1,11,10,22.68,32.82,1.848,175.7,876.2764,0.0
2019,1,1,11,20,23.0,27.93,2.977,181.1,876.0789,0.0
2019,1,1,11,30,23.0,24.75,2.918,190.5,875.8135,0.0
